reg;naimko;regko;golofic;filial;dopof;vsego
Ярославская область;АО «АЛЬФА-БАНК»;1326;;;10;10
Ярославская область;ПАО Сбербанк;1481;;1;117;118
Ярославская область;АКБ «ФОРА-БАНК» (АО);1885;;1;7;8
Ярославская область;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;1;1
Ярославская область;ПАО Банк «ФК Открытие»;2209;;;4;4
Ярославская область;ТКБ БАНК ПАО;2210;;;2;2
Ярославская область;ПАО РОСБАНК;2272;;;2;2
Ярославская область;ПАО «БАНК УРАЛСИБ»;2275;;;1;1
Ярославская область;АО «Банк Русский Стандарт»;2289;;;1;1
Ярославская область;АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Ярославская область;ИКБР «ЯРИНТЕРБАНК» (ООО);2564;1;;2;3
Ярославская область;ПАО «АК БАРС» БАНК;2590;;;1;1
Ярославская область;КБ «ЛОКО-Банк» (АО);2707;;;1;1
Ярославская область;АО «ОТП Банк»;2766;;;1;1
Ярославская область;АО «Банк ФИНАМ»;2799;;;1;1
Ярославская область;АО «БАНК СГБ»;2816;;;4;4
Ярославская область;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Ярославская область;ПАО «Промсвязьбанк»;3251;;1;10;11
Ярославская область;АО «Райффайзенбанк»;3292;;;1;1
Ярославская область;АО «Кредит Европа Банк (Россия)»;3311;;;1;1
Ярославская область;АО «Россельхозбанк»;3349;;1;9;10
Ярославская область;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Ярославская область;АО «СМП Банк»;3368;;;1;1
Ярославская область;НКО «ИНКАХРАН» (АО);3454;;;1;1
г. Москва;АО ЮниКредит Банк;1;1;;25;26
г. Москва;ПАО Банк «АЛЕКСАНДРОВСКИЙ»;53;;;1;1
г. Москва;МОРСКОЙ БАНК (АО);77;1;;;1
г. Москва;АО «БКС Банк»;101;1;1;10;12
г. Москва;АО АКБ «ЦентроКредит»;121;1;;5;6
г. Москва;АО «РН Банк»;170;1;;;1
г. Москва;Прио-Внешторгбанк (ПАО);212;;;1;1
г. Москва;ООО «СПЕЦСТРОЙБАНК»;236;1;;;1
г. Москва;АО КБ «Урал ФД»;249;;;1;1
г. Москва;АО «ГУТА-БАНК»;256;1;;1;2
г. Москва;ООО «ХКФ Банк»;316;1;;15;16
г. Москва;АО «АБ „РОССИЯ“;328;;2;5;7
г. Москва;Банк ГПБ (АО);354;1;;52;53
г. Москва;ПАО КБ «УБРиР»;429;;;11;11
г. Москва;ПАО «СПБ Банк»;435;1;;1;2
г. Москва;ПАО «Банк „Санкт-Петербург“;436;;1;2;3
г. Москва;ООО «Камкомбанк»;438;;;8;8
г. Москва;ООО КБ «РостФинанс»;481;;;3;3
г. Москва;ООО «Промсельхозбанк»;538;1;;;1
г. Москва;АО КБ «Солидарность»;554;;1;5;6
г. Москва;АО «Банк Акцепт»;567;;1;;1
г. Москва;АО АБ «Капитал»;575;1;;;1
г. Москва;АО БАНК «СНГБ»;588;;1;;1
г. Москва;Банк ИПБ (АО);600;1;;9;10
г. Москва;АО «Первый Инвестиционный Банк»;604;1;;3;4
г. Москва;АО «Почта Банк»;650;1;;11;12
г. Москва;ООО КБ «ГТ банк»;665;;;1;1
г. Москва;ПАО КБ «РусьРегионБанк»;685;1;;;1
г. Москва;ПАО Банк Синара;705;;;4;4
г. Москва;ООО КБЭР «Банк Казани»;708;;;3;3
г. Москва;ООО «Вайлдберриз Банк»;841;1;;;1
г. Москва;ПАО «Норвик Банк»;902;1;;3;4
г. Москва;АО «ВЛАДБИЗНЕСБАНК»;903;;;1;1
г. Москва;ПАО «Совкомбанк»;963;;1;43;44
г. Москва;ООО КБ «Дружба»;990;;1;;1
г. Москва;Банк ВТБ (ПАО);1000;;4;181;185
г. Москва;АО «МТИ Банк»;1052;1;;3;4
г. Москва;АО «РЕАЛИСТ БАНК»;1067;1;;4;5
г. Москва;ООО «ФФИН Банк»;1143;1;;3;4
г. Москва;КБ «ЭНЕРГОТРАНСБАНК» (АО);1307;;1;2;3
г. Москва;АО «АЛЬФА-БАНК»;1326;1;;192;193
г. Москва;АО «Солид Банк»;1329;;1;;1
г. Москва;РНКБ Банк (ПАО);1354;;;2;2
г. Москва;АО «Автоградбанк»;1455;;;1;1
г. Москва;ПАО Сбербанк;1481;1;2;452;455
г. Москва;ПАО «РосДорБанк»;1573;1;;1;2
г. Москва;АО «Тимер Банк»;1581;1;;;1
г. Москва;«СДМ-Банк» (ПАО);1637;1;;15;16
г. Москва;ООО Банк Оранжевый;1659;;1;;1
г. Москва;Креди Агриколь КИБ АО;1680;1;1;;2
г. Москва;АО «ИК Банк»;1732;;1;;1
г. Москва;ПАО «БыстроБанк»;1745;;1;;1
г. Москва;АО МОСОБЛБАНК;1751;1;;2;3
г. Москва;АО КИБ «ЕВРОАЛЬЯНС»;1781;;;1;1
г. Москва;«Азиатско-Тихоокеанский Банк» (АО);1810;;1;2;3
г. Москва;ООО «Инбанк»;1829;1;;;1
г. Москва;АКБ «ФОРА-БАНК» (АО);1885;1;;62;63
г. Москва;АКБ «Ланта-Банк» (АО);1920;1;;3;4
г. Москва;АО КБ «Модульбанк»;1927;;1;;1
г. Москва;ООО МИБ «ДАЛЕНА»;1948;1;;5;6
г. Москва;АО БАНК НБС;1949;;;1;1
г. Москва;ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;1;;57;58
г. Москва;Банк «СЕРВИС РЕЗЕРВ» (АО);2034;1;;1;2
г. Москва;ООО «ЖИВАГО БАНК»;2065;;;1;1
г. Москва;«Муниципальный Камчатпрофитбанк» (АО);2103;;1;;1
г. Москва;АКБ «ПЕРЕСВЕТ» (ПАО);2110;1;;1;2
г. Москва;АО АКБ «Алеф-Банк»;2119;1;;1;2
г. Москва;«Банк Стрела» АО;2152;1;;;1
г. Москва;ООО «Драйв Клик Банк»;2168;1;;;1
г. Москва;АКБ «НРБанк» (АО);2170;1;;;1
г. Москва;АКБ «Форштадт» (АО);2208;;;1;1
г. Москва;ПАО Банк «ФК Открытие»;2209;1;2;45;48
г. Москва;ТКБ БАНК ПАО;2210;1;;5;6
г. Москва;АО «Банк Интеза»;2216;1;;3;4
г. Москва;ПАО КБ «Центр-инвест»;2225;;;1;1
г. Москва;КИВИ Банк (АО);2241;1;1;1;3
г. Москва;АО КБ «КОСМОС»;2245;1;;1;2
г. Москва;АКБ «ТЕНДЕР-БАНК» (АО);2252;1;;;1
г. Москва;ПАО «МТС-Банк»;2268;1;;15;16
г. Москва;ПАО РОСБАНК;2272;1;3;35;39
г. Москва;ПАО «БАНК УРАЛСИБ»;2275;1;;19;20
г. Москва;АО «Банк Русский Стандарт»;2289;1;;27;28
г. Москва;Таврический Банк (АО);2304;;1;4;5
г. Москва;АКБ «Абсолют Банк» (ПАО);2306;1;;10;11
г. Москва;Банк СОЮЗ (АО);2307;1;;5;6
г. Москва;АКБ «БЭНК ОФ ЧАЙНА» (АО);2309;1;;;1
г. Москва;АО «Банк ДОМ.РФ»;2312;1;;9;10
г. Москва;ООО «Бланк банк»;2368;1;;;1
г. Москва;АО «НДБанк»;2374;1;;;1
г. Москва;АО АКБ «ЕВРОФИНАНС МОСНАРБАНК»;2402;1;;;1
г. Москва;Банк Глобус (АО);2438;1;;1;2
г. Москва;ПАО АКБ «Металлинвестбанк»;2440;1;;4;5
г. Москва;ПАО «МЕТКОМБАНК»;2443;;1;;1
